replication,status,const,GDP_PER_CAP,POP_2024,POP_DENSITY,FIBER_PER_100,LTE_ACCESS_PER_100,REGION_North,REGION_Northeast,REGION_South,REGION_Southeast
38,valid,-1.366476597553864,1.0601099130323488,0.7187900115047656,-0.05119806328378577,0.2501437683012266,0.30312794958404393,-0.32233889697373874,-0.5798862590605484,-0.29644746398139016,0.05868272244075791
39,valid,-1.7096435992307515,0.6801289652781289,0.4174561613133143,-0.035785113663572704,0.311965382945745,0.5190934014288502,-0.15859585468922882,-0.8816972266011427,-0.6123959807629659,-0.32501327435459965
40,valid,-1.16419734309229,1.5432164743888048,0.42322583370143224,-0.025270791873616378,0.2038047528275077,0.28625073841257864,-0.1925520873768869,-0.4796248631036057,0.028975349142608693,0.08797063911619693
41,valid,-1.1746095793610833,0.5354791457831868,0.5299282441274766,-0.09897657301752319,0.2023884228725954,0.4382014872580198,-0.2392986814375918,-0.6172398227578636,-0.5142263984504472,0.14160741568721905
42,valid,-1.138531306928272,1.2972570965862393,0.4566014109379902,-0.08449353913478479,0.17263120714447464,0.2508498450702738,-0.14634568873267842,-0.5871566180227858,0.032338760751265336,0.07434358574862968
43,valid,-1.3998682222927268,0.9165580356161017,0.4834320526455412,-0.061433617835132265,0.23002869909713045,0.30167298842863255,-0.15938192897497086,-0.6390517698913906,-0.3701033476879025,0.1799146140135971
44,valid,-1.424279342414743,1.3420431676154345,0.518735476499599,-0.01925365760815625,0.13363467592194994,0.41266903682560974,-0.22171448330604057,-0.5727389186308228,-0.7107536119008235,-0.020314229749710415
45,valid,-1.649126335151427,1.421626526851978,0.24385898567689926,0.01388599642220975,0.2754292146840831,0.19495078855770984,-0.15556869356201727,-0.480884334750015,-0.19052431395315098,-0.5962759040454981
46,valid,-1.6074227037600393,0.6223709292027002,0.7614666228295184,-0.20630848174374505,0.1608070949344546,0.6156386474278958,-0.257578864151209,-0.8343882643284011,-0.7445535504822095,-0.423655439177344
47,valid,-1.2016203838447759,0.5903372714977023,0.5757548885985528,-0.09829543966576589,0.2276326460047361,0.2884695472018662,-0.32806303092788974,-1.0352989418749357,-0.42467065704654683,0.05523021516531361
49,valid,-1.9728977371630614,1.2173763262551354,0.7232559493842985,-0.07696455640539811,0.18875268752879612,0.4099503332821167,-0.12203972017912955,-0.471930142105023,-0.8726980663872406,-0.4602795123888909
50,valid,-1.4500934488835766,0.5570541991570799,0.6700990313804545,-0.23456081143039514,0.36731636218375857,0.3666267007353572,-0.20968155586093826,-0.5692838239362381,-0.34496786305645155,-0.19323764496178844
51,valid,-1.1919311965579618,1.339362019833068,0.5124218186448518,-0.08433481593937225,0.12595570839663586,0.2616043276505436,-0.14807920251707568,-0.40964469641388546,-0.27317486972333377,0.22609925475714956
52,valid,-1.1158099122589762,1.451551787510862,0.7296300547979638,-0.08540529245465865,0.18222427384908366,0.23080824701016361,-0.09641566927220369,-0.43399577266088896,-0.15761096233318775,0.12400702042276666
53,valid,-1.3677486121444733,0.7372502344361629,0.6730805008312136,-0.12561808573596012,0.2981996265143636,0.3880153883948592,-0.2798784451208258,-0.7811021420567213,-0.38579353212048306,-0.39843401916217747
54,valid,-1.8797591298364964,0.46517025259582934,0.5073840708235572,-0.029737989607214906,0.22204145705577222,0.8244785001199496,-0.3137646951383314,-0.8747833413161432,-0.9247566150875419,-0.8036890181524768
55,valid,-1.1151346404546423,0.742933563257318,0.4265449216559447,-0.054554185610242466,0.24985224900586925,0.31756570365925146,-0.3041384152167863,-0.7079575481657765,-0.4414489298226095,-0.025670208186558043
57,valid,-1.3769293049314333,1.1136391614679007,0.5980192182834564,-0.03542547034952949,0.22903802809203916,0.38191988554015,-0.19324755115547113,-0.55210507736779,-0.43169007307512625,-0.030116660524722786
58,valid,-1.5145234384775792,0.7594238059680035,0.605365909925094,-0.15115919280329068,0.3337004101185223,0.3679859966559494,-0.15824966847738595,-0.5899035182616438,-0.37332053896898937,-0.11762071875670298
59,valid,-1.4383735816064769,1.2698277184302484,0.8064063282919642,-0.24787046210180774,0.276323961080573,0.22022735112334224,-0.14078570568551374,-0.6083232850240229,-0.20878968000039275,-0.08064074231142379
60,valid,-1.444103749385928,0.828126622867592,0.5675197261302158,-0.16893578587014352,0.3073903359701079,0.2750110057258757,-0.1889717170782515,-0.6182220900463931,-0.24372998458966313,-0.143176120547024
61,valid,-1.221670165947953,1.609123035625711,0.29853911712404935,-0.044753058765193414,0.12284497240734417,0.29369380428628167,-0.17660537391731138,-0.3601041428696412,-0.2998209431016731,0.20056711597210372
62,valid,-1.513169607791701,1.0958213357389552,0.558567498982426,-0.03696144624251387,0.2070786761706903,0.4160181599187075,-0.21472664697802663,-0.6388887956645224,-0.70878326242248,-0.2413998431143394
